,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Wake Forest University,-3232.605,5866.66,1964.2888,-1133.0436,283.16754,-6569.851,-704.90314,7015.0054,-3949.1643,-5143.936,-2214.835,-3729.8608,1189.9274,3750.219,2497.8748,-2501.9324,4012.3518,1146.7521,-2076.8472,-10515.139,2806.7576,1333.8158,3918.5398,-1976.2543,1875.415,-1081.7,-5560.653,43.856583,-4832.7183,1485.7532,3516.7417,-1183.0713,1121.3379,-2521.502,-2874.472,7871.5767,392.2737,485.5269,-5381.692,-916.41614,367.91666,-4787.1074,-1714.5721,1039.1152,3012.0134,-839.06,-6144.943,-1880.5758,-299.2636,1205.35,2863.339,-2524.415,463.37033,-10.59666,254.56998,-344.4864,3498.3245,-1770.5044,-3205.1624,-915.7856,523.9509,-3156.0708,2411.0737,-822.7757,-4560.732,5836.124,3163.5137,3971.643,-5850.051,1376.6213,-2145.6736,2768.278,2557.7576,661.2396,2145.4656,730.5359,872.34955,2558.0728,-3124.0227,-708.25714,-4176.0566,-3405.2268,-1745.5356,3107.969,-2865.0127,113.67513,2516.764,-2667.8325,5330.9214,973.0101,2839.709,-104.84977,3429.1077,56.040157,9342.89,1747.928,3484.8416,-231.9989,2500.5,-2701.256
Colgate University,-1296.7748,2320.1067,646.15656,-468.15768,141.21579,-2461.3545,-277.17978,2650.1248,-1537.7047,-2142.591,-708.12335,-1329.4349,416.30795,1666.2976,1037.0353,-873.0248,1620.3171,519.13556,-724.9598,-4141.076,1117.1279,556.3155,1582.089,-667.59076,849.01025,-467.86127,-2208.5847,70.7974,-1993.3893,668.7527,1350.7893,-466.91022,664.1097,-858.39264,-1306.8395,3002.4893,203.2871,371.84198,-2220.789,-371.6982,146.50044,-1783.2083,-751.97107,418.17624,1327.6112,-622.1796,-2420.4734,-719.01953,56.46436,530.93713,1122.5375,-911.7056,150.86464,55.44246,102.587135,-45.228653,1194.0088,-660.1823,-1156.0492,-564.6585,383.46356,-1227.0472,1106.4535,-189.61153,-1854.5417,2453.6987,1044.866,1555.569,-2343.4238,685.67957,-813.3604,1315.3093,931.5526,103.866585,786.5011,247.48582,286.3886,899.81305,-1105.56,-483.04047,-1561.9119,-1653.4353,-714.2378,1268.6774,-1128.2174,12.558689,1177.1945,-1139.6224,1946.9426,403.53625,1254.4763,-106.73377,1176.4589,116.723946,3654.4573,498.7903,1398.383,-26.913864,1167.5265,-1019.1704
University of California - Berkeley,-3251.6897,6290.3457,2190.8347,-972.68964,164.74019,-6697.4707,-493.8671,7359.972,-4170.931,-5852.112,-2494.7153,-4322.1626,1502.7281,3908.1355,2607.1494,-2545.9307,3841.6255,958.1217,-2363.77,-10895.027,2876.0354,1647.8582,3694.0837,-1995.6794,1833.0731,-1535.0645,-5750.252,-12.067423,-5213.753,1179.7318,3535.5276,-1360.2301,740.0488,-2484.127,-3178.1145,7980.162,792.74884,329.92526,-5542.553,-1182.9581,629.2897,-5159.7515,-1872.3024,910.58325,3212.8838,-601.60095,-6713.011,-1746.4575,56.20057,1345.2191,2604.8557,-2941.976,264.32938,162.0848,55.870674,259.86584,3673.067,-1899.2375,-3057.7163,-1072.2004,869.06323,-3146.5962,1917.1376,-999.61115,-5300.0923,5838.798,3392.5771,4021.3657,-6110.4087,1833.2953,-2252.7412,3154.3252,2886.4436,639.45465,2256.4775,1050.3213,690.2157,2436.9673,-3540.1814,-709.8183,-4253.6846,-3472.83,-1860.4634,3526.8474,-3039.7869,282.02832,1760.481,-3191.109,5489.936,932.6724,2879.8643,-137.1746,3265.8416,119.10735,9828.187,1986.0635,3851.579,-641.99835,2716.0833,-2969.521
Davidson College,-800.8643,1672.0593,395.69623,-416.73636,112.48644,-1616.4857,-198.9787,1837.4471,-1043.99,-1463.8087,-487.8528,-852.40765,194.94121,1069.2963,631.4551,-594.92773,911.4571,305.68274,-549.9492,-2683.2998,676.49,329.43143,942.9463,-386.70102,548.2807,-423.6569,-1358.6244,-17.836552,-1337.5024,391.28577,770.6644,-329.47012,515.9319,-561.4273,-865.0284,1847.1156,159.26292,150.02069,-1359.293,-304.05197,65.350845,-1218.0131,-510.09683,250.69666,843.64435,-445.50958,-1472.478,-502.25354,54.678535,409.94983,700.07947,-741.0059,12.050384,68.89571,152.35284,63.55896,787.02045,-514.15265,-727.6986,-478.48965,281.49826,-707.7311,584.53204,-184.53128,-1213.6927,1664.5162,794.3642,1024.978,-1643.5798,500.07407,-540.58594,898.70624,684.93146,-40.85658,423.44095,214.04169,212.56763,603.06085,-813.1171,-253.3617,-997.37115,-1124.4563,-508.04272,833.32245,-628.9179,-2.0200996,603.2765,-694.26855,1234.6779,300.017,796.89404,-97.07927,699.82294,146.02602,2392.902,313.5722,875.6034,-40.157024,742.29175,-610.3523
University of North Carolina at Chapel Hill,-2521.049,4833.145,1804.3917,-501.182,-12.559637,-5519.9634,-326.39395,5938.1226,-3701.3325,-4923.646,-1671.2607,-3049.8774,911.8836,3476.9592,2025.1031,-1893.9994,3503.4897,1033.0707,-2042.25,-9150.062,2565.8772,1411.5143,3582.8037,-1606.4498,1827.1187,-971.1121,-4937.1797,127.7947,-4222.998,1380.8336,2817.9702,-1024.8771,1040.8661,-2027.4343,-2568.0378,6578.5747,309.5676,390.9705,-4795.492,-853.33594,501.12384,-3930.1113,-1631.043,989.3645,2686.1978,-1012.0443,-5505.4116,-1494.0803,-42.07952,1050.418,2037.3157,-2361.539,-34.68014,-2.350697,233.99448,-118.9197,2501.1692,-1653.0623,-2686.3164,-896.1785,849.253,-2738.57,2133.249,-665.5087,-4390.4785,5033.5264,2694.6458,3394.3076,-5037.855,1606.162,-1730.7246,2706.2305,2112.918,397.5032,1732.4534,883.6503,635.9874,1878.5259,-2653.5825,-1046.7738,-3215.4448,-2944.528,-1386.5718,2899.2334,-2320.724,-49.10177,2226.7722,-2656.3916,4254.966,643.1206,2471.0234,-322.11374,2793.732,266.77518,7758.6484,1143.7584,2911.0015,-252.0751,2252.2473,-2144.501
Boston College,-2273.0535,4143.1865,1345.1609,-634.655,130.63893,-4736.788,-432.2808,5042.374,-2933.656,-3859.2856,-1426.1622,-2556.3674,696.29565,2948.5369,1935.1938,-1704.8151,3092.6099,1000.5919,-1519.6315,-7680.5513,2193.3752,1115.5865,3208.065,-1381.8708,1557.6888,-847.3572,-4212.9204,175.07874,-3571.4182,1250.9196,2545.2007,-898.0525,933.8832,-1686.1321,-2087.373,5542.345,325.1697,432.3268,-4004.3032,-625.8257,223.39699,-3141.9993,-1490.9838,848.4838,2221.3606,-794.7766,-4506.849,-1208.8591,-6.3399,818.1817,1996.8049,-1765.4458,213.52382,81.439575,86.31624,-186.41025,2261.499,-1335.3875,-2150.4673,-757.60864,593.15247,-2204.214,1866.2261,-550.8674,-3462.1396,4331.8843,2220.252,2823.702,-4303.333,1289.98,-1552.4949,2304.864,1787.175,351.91946,1420.0737,762.243,577.64246,1655.4395,-2187.8467,-835.1256,-2741.273,-2559.545,-1170.4946,2378.0107,-2072.8696,127.54801,2027.2902,-2290.7805,3619.9272,753.5724,2258.8633,-183.02148,2444.9187,-22.35767,6807.994,1070.3962,2517.7598,-235.95244,1854.9951,-1988.773
Northeastern University,-2563.356,4727.175,1672.8777,-783.77637,264.17575,-5156.198,-421.37772,5641.117,-3215.3037,-4345.3623,-1857.3488,-3152.1125,973.4166,3049.6614,2003.1251,-1962.1289,3111.1436,917.6281,-1705.2599,-8422.929,2130.2754,1068.0933,3005.9558,-1658.6183,1605.0181,-991.5949,-4453.628,160.5112,-3946.501,1184.374,2803.3804,-1009.01086,856.92255,-2002.7295,-2444.701,6149.483,460.40344,363.45453,-4089.9946,-839.64087,451.6081,-3917.7573,-1420.9803,768.7337,2442.071,-540.2562,-4986.268,-1442.6333,-149.65526,1066.3969,2086.7053,-2135.6643,274.99728,57.693764,172.59363,-92.413,2824.3662,-1386.328,-2454.4592,-717.79865,483.06644,-2553.5024,1740.0317,-694.7095,-3859.3892,4597.3896,2581.731,3084.7954,-4695.639,1256.2627,-1736.247,2278.5674,2193.19,478.96445,1738.0127,629.387,612.7464,2020.568,-2552.7231,-655.8308,-3241.9844,-2683.9924,-1378.915,2447.3115,-2334.3508,180.92471,1942.804,-2419.447,4174.382,711.8938,2376.4983,-144.41666,2651.1042,65.485565,7422.568,1399.686,2834.0847,-290.12436,2014.8108,-2222.287
New York University,-3080.7092,5499.079,1916.9121,-924.62573,187.18341,-6013.513,-825.00134,6441.275,-3577.9155,-5064.122,-2157.5205,-3750.4663,1249.2794,3686.4927,2473.1555,-2604.6133,3911.8804,972.53406,-1905.7843,-9835.513,2654.2183,1186.6183,3714.4336,-1748.2612,1964.2466,-997.2605,-5559.1406,216.78603,-4604.2466,1458.8279,3110.482,-1004.3615,1126.5115,-2222.5042,-2872.0896,6978.9736,301.76996,448.1077,-4969.15,-951.8883,495.67725,-4749.1367,-1523.3959,1025.5261,2822.0706,-903.2728,-5806.0977,-1492.5234,-213.43532,1255.1655,2505.9336,-2377.1655,577.5169,148.22789,14.861101,-158.65196,3348.6606,-1746.4813,-2782.345,-843.90753,811.1459,-3005.0625,2361.4573,-831.1942,-4546.7344,5327.2256,2780.907,3861.4104,-5253.6787,1448.8008,-1986.0757,2700.4492,2473.9246,574.9653,2107.2036,911.8177,525.2191,2302.4148,-2564.4941,-924.26874,-3587.652,-3169.9565,-1655.8302,2910.1487,-3072.333,316.90295,2235.4333,-2901.4663,4893.7417,892.23956,3173.0679,-232.99564,3035.6401,-13.653753,8864.389,1359.8822,3042.8838,-471.06268,2483.15,-2603.1707
Wesleyan University,-2524.1167,4364.4863,1219.1527,-832.8811,312.21478,-4567.7446,-516.4032,5106.932,-2867.6653,-3807.9568,-1670.5879,-2763.0664,959.36646,2795.0286,1926.0131,-1960.2246,2908.181,712.50464,-1384.9988,-7638.5537,1928.015,815.3181,2552.1536,-1392.3834,1344.7865,-756.37134,-4230.8037,42.300545,-3726.4158,1048.6691,2464.8188,-896.6852,839.3799,-1836.0969,-2313.8271,5552.302,334.5012,486.74625,-3738.9302,-644.54095,134.6994,-3418.9045,-1427.373,763.0332,2187.0312,-522.17664,-4343.1294,-1416.8561,-20.586718,1147.3708,2063.2483,-1917.3447,427.70767,-9.256937,259.7725,34.908684,2583.1826,-1218.3843,-2260.1638,-720.26056,239.98071,-2379.7524,1758.6692,-560.99603,-3198.043,4358.757,2164.9363,2852.9597,-4323.3506,945.4732,-1462.152,2226.2563,2007.3345,332.72647,1588.1132,344.37515,544.7555,1840.5469,-2152.5393,-612.58984,-3174.303,-2625.4324,-1500.2107,2144.4463,-2037.3257,156.65562,1920.9407,-2156.4585,3901.8213,836.338,2318.5425,-26.968927,2296.6565,200.4699,6752.2705,1346.7788,2524.5457,68.82426,1899.9414,-2005.8225
Hamilton College,-1467.9111,2719.5334,713.19324,-450.53406,113.17746,-2933.236,-286.17575,3068.8733,-1818.5135,-2455.2083,-876.0966,-1594.662,610.3371,1854.5936,1140.9623,-958.8446,1774.6123,431.03867,-910.1185,-4655.6294,1311.0143,754.902,1802.7473,-761.1312,917.7472,-564.78314,-2616.3948,-70.39453,-2229.164,698.8305,1553.8186,-501.44904,530.38153,-834.10956,-1262.6681,3363.914,267.56277,262.9364,-2491.971,-540.47784,152.65498,-1933.6089,-963.8927,355.71588,1395.3638,-720.34766,-2712.5547,-701.4969,204.29793,467.88803,1166.2521,-1047.1416,168.99358,193.51016,34.668285,84.55077,1400.6555,-841.83075,-1185.9847,-589.3627,488.95328,-1337.6661,996.96533,-315.30377,-2189.8613,2719.7864,1313.3741,1688.724,-2736.289,810.72424,-1023.35077,1525.0913,1189.1028,165.4304,679.285,495.59595,356.6123,919.62646,-1505.3175,-319.6408,-1725.9404,-1854.4304,-698.6406,1548.6606,-1038.6338,-26.551817,1033.7864,-1325.2032,2220.2817,593.3641,1245.5558,-58.912945,1333.3433,22.063324,4205.185,608.8543,1590.5344,-80.66998,1438.3937,-1122.6559
William & Mary,-2527.8906,4334.8794,1469.3638,-163.44128,251.80922,-4966.236,-19.696417,5316.4917,-3566.5396,-4179.192,-1651.9734,-2973.269,974.63934,3026.6008,1615.5322,-1628.1293,2852.7117,962.64075,-1890.5222,-8024.957,2373.6548,1409.1305,3348.2078,-1586.6581,1738.5956,-992.557,-4562.8853,175.3997,-3837.5618,1157.6858,2658.8801,-979.6858,836.4236,-1658.4521,-1901.8601,5885.378,344.1636,173.19829,-4040.5085,-643.6742,455.83603,-3299.6611,-1820.829,915.06354,2138.9778,-530.67255,-4657.8477,-1231.2396,30.260023,619.46063,1856.1144,-1976.3226,260.0362,-70.86133,297.06653,-166.85213,2118.9478,-1390.1643,-2200.3904,-681.8827,508.3115,-2573.665,1730.6505,-593.06964,-3938.6875,4353.72,2454.9907,2728.7844,-4561.6416,1406.6558,-1832.6724,2226.212,2019.2058,232.65886,1122.6307,739.8913,532.6206,1598.0466,-2483.777,-934.4015,-3008.9155,-2441.0059,-1109.7417,2259.5493,-1828.2084,-50.410248,1963.3353,-2624.9202,3651.939,714.1604,2033.1985,-405.5008,2499.9607,-47.16723,6648.188,1104.2256,2453.0696,-87.531586,2024.2734,-2074.6023
Boston University,-4220.157,7248.054,2493.5671,-1135.9015,136.60258,-8108.8813,-923.53625,8512.26,-4943.293,-6581.3716,-2680.4883,-4770.343,1572.836,5058.0044,2995.1587,-3180.7065,5250.296,1577.0107,-2579.0288,-13159.176,3480.7085,1489.7477,5097.6997,-2348.4011,2604.5273,-1161.4119,-7395.8936,274.48273,-6169.7085,1888.9513,4335.6367,-1497.4188,1701.1115,-2982.11,-3628.9238,9622.5205,610.3973,739.90265,-6867.7603,-955.1959,495.5388,-5929.78,-2440.2803,1493.9526,3659.4216,-1293.4053,-7876.7847,-2332.327,-223.41298,1337.472,3317.5137,-3066.2651,562.1537,247.071,38.157375,-313.41714,4329.211,-2273.4543,-3713.543,-1041.25,1048.547,-4429.84,3234.17,-1039.6769,-5927.4653,7398.692,3663.863,4866.18,-7101.4785,1910.8912,-2635.1538,3986.5354,3120.5837,749.16833,2602.3042,1031.3239,903.6404,2972.0076,-3579.0205,-1415.6582,-5121.7104,-4353.6323,-2007.0245,3699.596,-3866.032,55.204693,3221.679,-4003.8196,6426.567,1108.0826,4003.3523,-413.29147,4002.3967,104.22461,11509.049,1718.6935,4198.297,-237.50075,3333.8726,-3201.9578
University of Florida,-3076.0544,5043.5923,1986.1577,-735.2039,23.57568,-5672.62,-432.2882,6210.507,-3689.3958,-4910.9478,-1970.6935,-3590.7654,1103.3225,3454.1023,2276.0066,-2521.1467,3754.2634,1087.948,-1922.2598,-9467.885,2529.7834,1162.0251,3505.043,-1669.1722,1745.8986,-943.3253,-5133.168,559.1016,-4673.8643,1224.4697,3151.2896,-1128.8059,1107.1326,-2633.113,-2932.838,6895.2666,516.74133,488.1003,-4778.798,-744.09515,272.0275,-4579.15,-1522.0454,983.6244,2805.7937,-379.0812,-5967.29,-1674.923,-191.72194,1274.6863,2417.727,-2209.186,275.40903,-120.31416,202.32976,-249.84483,3236.2632,-1609.3496,-3054.1677,-704.36414,517.9517,-3120.421,2354.8242,-731.88293,-4323.392,5295.191,2830.5798,3802.282,-5082.034,1280.2318,-1699.4016,2699.3882,2421.23,512.16144,2417.4885,701.2824,633.8366,2316.3677,-2438.123,-1074.6852,-3894.0913,-3155.9995,-1658.4475,2692.129,-3190.6978,214.15558,2368.2874,-2923.7578,4750.334,670.73096,3176.4844,-43.89523,3099.6785,236.67886,8504.123,1644.5403,3094.8206,-369.8927,1873.1927,-2654.0237
University of Texas - Austin,-2771.529,4766.4463,1895.5854,-557.0695,15.430004,-5291.493,-310.15915,5972.704,-3595.1023,-4741.6265,-1707.5894,-3139.7327,751.046,3306.1106,1924.1239,-2225.863,3385.1365,1190.2654,-2054.0542,-8734.024,2364.4492,1227.059,3543.9712,-1561.2047,1920.8615,-1034.1954,-4677.4126,516.93933,-4316.793,1343.793,2790.6992,-1205.3033,1303.8944,-2194.125,-2758.2593,6430.1494,411.2187,362.72708,-4300.6353,-523.0768,472.8764,-4143.596,-1627.1283,854.2027,2564.9475,-612.8158,-5384.733,-1537.1686,-321.6323,1122.8849,2196.297,-2281.908,44.574364,-5.662067,319.78006,-237.75801,2876.1792,-1735.1285,-2645.6458,-846.7188,567.845,-2879.4478,2267.4065,-865.7874,-4294.1597,4892.2593,2726.3066,3448.5127,-4860.658,1471.3242,-1587.4805,2608.1511,2116.7922,278.66293,2020.5785,545.4751,609.6939,2134.1292,-2368.348,-1296.0879,-3299.4265,-2758.4995,-1413.1377,2627.8606,-2874.832,203.29567,2243.469,-2889.4304,4231.897,639.2843,2788.9133,-345.13367,2810.3591,134.10222,7794.9424,1280.0911,2915.9885,-345.7983,2023.3583,-2351.7014
Case Western Reserve University,-2426.1694,4125.074,1426.9623,-403.7438,114.74213,-4987.493,-406.71732,5218.6143,-3163.6172,-3955.734,-1541.5856,-2751.5842,979.6341,2870.8557,1824.6208,-1826.2535,3099.806,828.4815,-1729.0609,-7992.6606,2292.3118,1229.0054,3214.3257,-1383.5385,1543.0737,-783.8912,-4353.875,255.56976,-3794.5918,1143.9249,2689.6208,-1021.56476,761.3245,-1805.6052,-1965.8951,6028.3604,338.39624,329.3565,-4230.8584,-688.1751,299.0568,-3524.9485,-1535.2313,864.31366,2251.922,-703.6797,-4859.209,-1215.8066,-96.81486,705.2681,2072.5764,-1802.2949,207.25896,-67.74762,189.6205,-231.30743,2374.901,-1408.7577,-2468.8926,-614.8629,539.6303,-2409.6223,1959.0184,-630.9496,-3714.8938,4349.1284,2416.5078,3029.4858,-4423.83,1198.2108,-1568.8735,2235.513,1874.5105,601.933,1547.4546,647.8356,531.91693,1721.0132,-2387.6243,-723.2174,-3072.235,-2418.6316,-1216.1584,2496.7258,-2295.2349,100.8919,1834.0302,-2254.8027,4017.7703,694.9774,2123.2998,-86.8464,2681.7673,32.55122,7026.8784,1256.3329,2761.7393,-217.5266,1967.2557,-2129.216
University of Georgia,-6192.061,10413.407,3897.7705,-1145.895,116.323166,-12029.53,-779.9437,12901.968,-7968.6055,-10170.884,-3841.2952,-6925.6284,2167.954,7496.6675,4377.1543,-4598.7705,7781.6787,2646.3523,-4306.153,-19984.512,5625.782,2750.3096,8005.159,-3674.7498,4250.8223,-1756.667,-11056.117,768.55115,-9295.001,3094.7056,6507.488,-2364.4548,2754.111,-4527.787,-5354.8022,14403.828,756.3348,1034.1482,-9959.736,-1343.5724,896.3387,-8870.75,-4029.0015,2251.917,5532.5073,-2026.8766,-11779.56,-3049.521,-325.54712,1959.313,4889.5366,-4661.4556,486.7336,20.194382,417.244,-367.8699,6064.002,-3564.7986,-5888.4775,-1469.4296,1415.2789,-6463.5967,5259.542,-1523.9884,-9213.96,10908.092,5671.387,7421.5547,-10740.567,3037.8667,-3835.234,5772.308,4591.7954,1064.8817,4063.448,1597.1414,1173.9576,4355.1265,-5391.5024,-2515.6228,-7420.4717,-6288.736,-2838.826,5833.4946,-5899.312,265.59558,5222.093,-6332.571,9442.737,1420.7207,5955.3174,-541.57837,6434.3667,148.43422,17045.252,2482.4946,6293.2427,-567.44147,4964.667,-4941.65
Virginia Tech,-2645.3835,4395.9375,1603.9294,-958.84393,97.96739,-4955.7524,-694.8104,5386.998,-2989.5696,-3984.3955,-1833.565,-2969.194,927.71735,2993.8037,1897.4669,-2165.224,3127.2173,937.0372,-1557.1473,-8227.203,2066.8584,777.322,2977.7688,-1476.6134,1528.9602,-699.289,-4486.9795,268.44156,-3777.4014,1079.6333,2638.916,-925.3213,1173.4327,-1976.6727,-2253.9421,5929.146,334.8822,498.75967,-4201.1924,-546.95386,113.810265,-3969.595,-1336.1143,927.9217,2326.6663,-802.8627,-4900.116,-1492.6106,-285.73245,944.3177,2210.0403,-1856.972,330.65918,201.05751,-46.642365,-309.23425,2807.5505,-1452.0161,-2465.78,-600.694,627.3014,-2718.8115,2173.5662,-618.9266,-3636.4133,4550.269,2322.8289,3123.7422,-4430.537,1027.2501,-1532.7657,2348.663,1920.2961,460.52597,1756.0725,683.0744,464.03662,2031.2815,-2143.4102,-813.6642,-3245.8696,-2719.292,-1316.2461,2332.247,-2588.3186,132.80977,1914.8405,-2277.8657,4025.2683,570.2873,2563.1794,-152.39258,2570.1687,116.11774,7232.29,1187.5691,2533.932,-316.8622,1900.3997,-1952.5173
University of Wisconsin,-2573.691,4305.1816,1591.2339,-468.17856,-42.807705,-5108.863,-391.55606,5399.8745,-3313.311,-4263.673,-1577.5569,-2801.365,963.67664,3120.5,1881.0074,-1897.9542,3316.0254,905.71014,-1822.1221,-8231.473,2374.8333,1247.738,3302.2495,-1469.4994,1582.4944,-743.25183,-4589.2866,269.87012,-3858.5305,1296.3167,2760.9077,-933.7227,860.5028,-1878.9514,-2252.981,6090.4346,354.83887,404.122,-4327.3765,-640.0723,290.18848,-3615.257,-1592.3457,755.5541,2351.9895,-793.03827,-5062.1494,-1305.5905,-80.36901,854.9255,2014.3757,-1950.0583,121.898445,60.868977,130.54489,-115.64415,2556.987,-1517.6464,-2473.0393,-681.75745,619.7913,-2648.9104,2106.2634,-699.7874,-3833.388,4498.2896,2389.7212,3108.7744,-4532.5474,1211.2484,-1568.553,2414.364,1951.8188,494.75766,1690.9697,693.7825,589.93005,1809.4318,-2429.1094,-856.8159,-3151.4858,-2709.1099,-1234.3754,2627.354,-2420.2336,23.187576,2030.5322,-2505.3179,3970.7222,710.2473,2350.587,-70.1237,2580.181,48.802464,7242.1504,1196.7736,2714.3171,-205.50175,2015.0397,-2018.6549
University of Richmond,-1386.1841,2543.88,733.8362,-420.82785,134.38657,-2724.347,-235.69319,3083.6313,-1774.0365,-2272.2192,-960.87036,-1570.1029,403.39435,1629.7368,1099.2119,-1155.5122,1704.6262,560.1754,-949.4005,-4517.88,1217.6599,575.1175,1689.4705,-829.0772,972.9389,-565.2807,-2399.0037,144.69896,-2201.568,711.568,1403.8005,-552.2284,685.8868,-1128.6299,-1318.1442,3254.2349,95.36482,223.33508,-2106.9631,-329.9691,165.05112,-2059.5957,-858.66754,479.53232,1286.4719,-348.88004,-2534.1357,-729.872,-74.213295,612.9787,1277.9551,-1121.2916,153.80075,-39.588158,271.54636,-55.789368,1523.4224,-845.3711,-1392.5552,-437.7372,166.29776,-1269.81,1069.3215,-354.48218,-1983.2766,2555.0125,1367.0186,1725.8489,-2514.781,645.58527,-879.43304,1186.7616,1094.4708,126.29486,873.86383,231.72337,364.11566,1131.7792,-1184.175,-493.84335,-1761.7449,-1403.1158,-762.66205,1234.583,-1305.6953,113.65593,1164.8961,-1224.4454,2248.5842,405.4692,1422.5535,-114.96234,1471.9459,90.95448,3977.5176,669.67865,1440.2948,-136.59189,1071.4766,-1201.3278
Lehigh University,-762.24994,1428.6342,439.3864,-203.86418,95.50778,-1569.345,-130.70099,1720.7306,-965.97455,-1296.4985,-522.5384,-924.33636,247.20078,904.4103,692.89026,-558.9612,902.2138,273.5444,-573.48535,-2541.696,704.0143,384.78555,957.0275,-496.6446,499.302,-402.4632,-1300.8922,74.12875,-1292.5328,314.77487,851.39124,-342.44653,243.93288,-672.0922,-744.0973,1851.271,170.04079,91.22121,-1258.3196,-280.38217,74.666954,-1140.9666,-494.127,213.30655,771.46906,-73.46546,-1512.3191,-398.21356,15.853234,339.30603,694.97253,-680.3568,42.720108,-59.779358,137.81523,0.15053426,811.5329,-418.41675,-814.65985,-249.92458,88.27714,-629.21313,469.62814,-224.56506,-1153.7604,1412.6539,869.8086,995.45264,-1433.5637,464.30325,-527.22455,673.5251,657.7532,152.60802,530.80695,152.58609,217.38249,554.976,-805.9364,-204.1009,-1015.1383,-811.2089,-492.49615,785.4989,-731.0321,106.4136,556.71094,-735.71814,1309.1979,281.5607,722.52515,14.369507,870.71893,13.31174,2325.1648,539.17444,954.7683,-95.40415,534.71796,-782.94855
Villanova University,-2070.3467,3807.473,1330.0236,-587.0961,-113.27912,-4573.2124,-354.1765,4712.527,-2912.217,-3738.1277,-1262.4089,-2220.507,714.4086,2768.1548,1823.8864,-1501.9227,2939.3682,762.7877,-1589.387,-7239.1553,2163.7017,1280.4181,3002.4287,-1183.5007,1295.4473,-785.0989,-3920.8894,63.181538,-3383.866,1210.8813,2440.4126,-768.7463,772.7539,-1687.5955,-1963.5519,5351.73,289.35147,411.5877,-3986.659,-877.70135,113.85577,-2961.824,-1464.9122,603.1135,2244.7136,-1036.1283,-4511.9307,-1109.3722,189.89507,540.6807,1738.6125,-1749.1858,-100.2612,100.28834,144.64111,52.91346,2045.6993,-1437.3572,-2139.5562,-777.80896,752.7419,-2140.4539,1719.4403,-551.0964,-3367.5808,4104.978,2109.026,2837.6877,-4116.1772,1238.9963,-1524.4436,2277.6792,1737.7672,396.88657,1319.8328,864.9176,630.96967,1432.7339,-2309.51,-618.06067,-2610.8445,-2692.042,-1000.8923,2600.6963,-1833.3315,-59.795807,1715.8434,-2041.6644,3408.9592,704.56195,2023.8699,103.07912,2231.9346,-34.900257,6509.0957,980.4694,2481.2864,-272.36542,1949.4445,-1701.5092
Macalester College,-1158.258,2156.744,559.8195,-504.30713,122.88971,-2246.971,-334.145,2444.9915,-1353.3645,-1824.0153,-758.67773,-1271.1401,428.8399,1329.2091,996.7746,-948.4488,1384.867,315.36282,-689.7401,-3707.2822,911.98486,439.21588,1284.4805,-548.71625,660.6449,-423.93665,-1925.8806,-9.908231,-1808.3959,501.75763,1172.5037,-443.1447,509.93863,-871.7006,-1086.8193,2606.7742,174.84082,234.00818,-1872.1992,-397.8042,53.279213,-1698.3557,-660.93396,348.98746,1088.9303,-481.15198,-2118.2297,-652.5996,3.2329068,489.144,995.71466,-957.3433,74.99058,83.35988,79.875175,90.95348,1225.4282,-640.4669,-1087.7467,-411.65674,324.68488,-1028.3268,827.87286,-274.45966,-1570.572,2175.9263,1070.7928,1465.8037,-2157.2573,552.34656,-719.74304,1166.2645,989.5296,121.44794,716.0794,311.0628,271.63455,841.652,-1079.4065,-263.24948,-1433.3923,-1372.286,-709.622,1140.9884,-987.3147,67.63954,808.41113,-924.68097,1871.8345,372.63242,1135.9713,33.16424,1113.0087,142.46956,3372.852,609.4294,1280.2635,-92.89519,938.2943,-957.89716
Tulane University,-2037.3983,3522.52,1198.5896,-461.27646,137.8424,-3948.1648,-319.83966,4323.9277,-2540.5867,-3220.6223,-1427.3008,-2320.4404,726.3519,2286.8262,1478.7224,-1635.8137,2525.7798,734.3509,-1357.6371,-6599.9575,1751.4279,864.4044,2536.8376,-1213.2747,1318.4208,-664.24335,-3578.1462,246.5495,-3087.4304,1021.8387,2093.643,-827.32935,900.85077,-1635.2526,-1842.4043,4986.757,183.85196,314.86447,-3283.37,-391.87054,305.21185,-2990.5623,-1058.014,753.74866,1922.7833,-514.09564,-3838.4048,-1150.7689,-296.6856,700.0381,1825.8225,-1561.9998,248.2666,-108.54176,241.46703,-352.54938,2086.558,-1110.4441,-1967.0039,-562.04767,338.4253,-2081.9534,1724.3479,-451.14966,-2959.6858,3558.1624,1973.6613,2494.8606,-3678.635,978.29297,-1311.4003,1749.9679,1506.3953,294.81076,1393.5507,293.12363,452.91013,1634.0547,-1697.5521,-761.6646,-2513.513,-1859.6794,-1168.7405,1752.1161,-1923.9849,86.462746,1752.2207,-1788.3071,3270.126,565.53937,1890.4678,-200.764,2161.346,51.894,5754.9297,974.2151,2100.0588,-43.28841,1530.2142,-1765.5667
