,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Brigham Young University,-2638.9556,4921.318,1393.8822,-1159.8835,375.46872,-4850.6816,-479.244,5508.757,-2975.2974,-4494.1655,-1601.2838,-2800.2214,702.31464,3317.5793,2084.9482,-1693.6765,2842.6123,978.9883,-1460.1095,-8194.044,2001.7405,1004.2914,2769.1711,-1385.3983,1585.965,-1148.1238,-4137.7075,36.70644,-3968.2651,1162.186,2617.2954,-942.11676,1295.815,-1761.1456,-2798.1865,5934.5366,597.77673,786.3343,-4228.6914,-761.0245,364.50983,-3751.8638,-1406.8805,554.48376,2793.7217,-1149.9023,-4753.244,-1583.2933,245.48047,1187.0099,2168.1912,-1967.4423,212.61858,327.38672,142.58936,-22.804401,2593.357,-1445.4297,-2105.8223,-1265.113,834.6709,-2467.306,1943.0205,-516.14703,-3915.4985,4876.641,2344.2593,3092.8364,-4819.7886,1442.3079,-1668.5834,2591.6248,1944.2174,143.47098,1538.3639,483.15845,544.3751,1892.1222,-2341.5251,-843.9651,-3095.622,-3371.1775,-1450.8152,2494.7217,-2021.0964,100.33204,2186.448,-2280.5461,3914.7627,890.04596,2420.2166,-257.6761,2275.1018,224.82314,7370.984,1240.4603,2980.7532,-125.12812,2376.3752,-2027.2035
Worcester Polytechnic Institute,-1620.2449,2692.888,801.51465,-364.6206,177.75867,-2918.3445,-240.76353,3208.451,-1936.0917,-2458.8726,-1065.0558,-1750.9792,620.34894,1800.2264,1146.8792,-1170.0535,1606.7853,504.09732,-1026.1208,-4875.291,1204.1151,584.7994,1691.5304,-1023.0236,1046.9922,-636.69073,-2572.1597,126.91761,-2335.5085,641.61786,1567.3691,-597.77936,628.2887,-941.09625,-1274.6711,3487.2563,245.25883,242.2087,-2317.394,-343.0709,281.17343,-2235.9905,-1065.1986,496.68274,1348.8756,-460.55817,-2700.6755,-767.77576,-5.709893,510.53387,1336.8947,-1249.9553,186.07887,124.87738,41.949024,159.18942,1512.494,-927.6145,-1404.052,-443.94418,449.66333,-1437.5404,1165.9606,-454.78342,-2231.8865,2700.8071,1407.6312,1682.7345,-2784.1865,763.11304,-1035.6974,1407.5745,1207.3041,183.85602,681.7532,392.59012,255.14934,1120.1056,-1397.2562,-476.94733,-1882.1041,-1586.4626,-820.7259,1251.0466,-1292.6013,119.58309,1066.7819,-1477.2682,2407.7932,465.78253,1411.599,-82.20081,1392.7017,94.308914,4150.156,752.7861,1584.3964,-137.79475,1296.3253,-1251.4834
The Ohio State University,-2168.911,3580.255,1391.4426,-481.92322,-34.108364,-4021.1174,-139.66203,4423.702,-2723.0166,-3625.0273,-1343.9536,-2506.1985,818.9335,2491.7314,1664.3385,-1635.3838,2649.2266,652.2166,-1402.5316,-6830.7275,1832.0964,1077.2133,2639.9768,-1214.6844,1242.1914,-705.1586,-3627.7673,245.19414,-3237.5464,960.01404,2294.3152,-794.8535,803.6541,-1770.4734,-2238.7073,4969.2065,320.50095,291.1248,-3556.2708,-591.9957,264.6923,-3112.6243,-938.09106,544.57166,2196.3606,-400.62762,-4311.6987,-1272.9214,-127.86817,958.5394,1662.0188,-1612.1409,74.152985,-96.28796,179.31114,-306.17328,2174.401,-1118.5015,-2061.9463,-604.5931,455.2974,-2327.4216,1723.8994,-418.10025,-3217.9062,3840.287,1966.247,2701.9688,-3862.1106,1122.5715,-1245.0935,1963.3927,1694.9133,218.2373,1660.7854,446.3321,530.5016,1564.9001,-1805.1243,-821.48706,-2694.8276,-2413.1003,-1227.2433,2059.4263,-2025.4253,33.165245,1848.9294,-2031.9861,3245.273,553.4393,2158.272,-69.13684,2164.3962,186.8618,6008.0703,1170.4053,2266.5427,-139.94159,1431.2189,-1859.8862
University of Washington,-2212.2961,3883.7517,1401.7426,-593.93835,-126.04116,-4248.509,-342.32468,4605.704,-2792.3364,-3777.0203,-1403.4816,-2485.1184,786.52423,2612.592,1820.8771,-1781.238,2731.2585,692.0912,-1594.1748,-7095.284,1864.6003,935.54895,2726.757,-1281.3654,1378.0022,-809.5589,-3805.7588,157.95206,-3351.4077,957.8713,2221.3577,-763.1273,944.9668,-1672.8746,-2202.9382,4928.521,309.1502,312.42212,-3603.0977,-598.7299,237.70123,-3324.8257,-1163.2114,662.09753,2140.3008,-636.2634,-4299.2686,-1237.727,-136.99434,946.9213,1721.1848,-1865.153,-78.32197,77.57701,106.53952,20.955734,2326.3374,-1368.3342,-2106.0256,-656.38477,649.1043,-2204.182,1761.9001,-680.0625,-3378.3853,3957.1167,2072.6401,2829.691,-3909.9993,1244.782,-1346.3125,2169.3574,1748.827,316.98413,1469.806,688.696,476.4129,1631.4437,-1959.0156,-802.7726,-2622.9814,-2459.662,-1132.5664,2239.1296,-2156.7375,82.70702,1629.9751,-2184.5364,3379.7646,533.2878,2338.8093,-39.190838,2124.861,211.16109,6308.553,1058.4198,2365.6812,-295.38593,1650.8105,-1803.0665
Florida State University,-4152.2314,7334.832,2903.7383,-1331.3312,197.30373,-8188.464,-449.97134,8847.713,-5231.3237,-7128.041,-2716.5078,-5035.761,1377.7717,5188.3574,3264.3489,-3230.647,5457.256,1916.9006,-2573.8481,-13597.292,3706.52,1884.5376,5167.0376,-2456.7324,2628.8955,-1355.8306,-7270.0103,434.7359,-6451.2974,1961.0847,4639.257,-1631.7717,1596.6437,-3645.675,-4250.2495,9845.393,793.6991,922.21594,-7011.9907,-1242.9045,478.2434,-6188.8633,-2313.4656,1278.3278,4119.71,-1024.6852,-8604.161,-2354.4065,-44.13468,1735.6155,3247.4573,-3143.6545,426.2898,60.76571,180.39851,-298.6142,4511.617,-2158.3115,-4107.6177,-1121.55,947.42175,-4475.5493,3274.229,-945.2634,-6109.1,7698.8506,3796.0383,5183.546,-7412.6304,1968.2804,-2634.0447,4049.1565,3366.8079,512.3533,3418.7578,1115.8008,1054.0646,3164.0886,-3747.0444,-1581.5138,-5363.2393,-4881.7485,-2187.2915,4076.3208,-4278.793,193.3521,3494.4182,-4144.2373,6503.72,938.71796,4181.7495,-203.58264,4315.573,186.06078,12026.338,2061.1077,4425.846,-608.52686,3062.9119,-3569.9229
Mount Holyoke College,-1312.2482,2391.296,522.2554,-539.05817,304.73788,-2424.433,-347.5532,2712.6467,-1476.0515,-1985.4655,-859.8306,-1410.8584,359.94397,1590.2107,1008.38727,-943.5809,1450.1361,515.1697,-653.05145,-4081.1108,955.7923,463.0646,1430.55,-622.1696,859.0514,-574.7552,-2176.5444,104.6484,-2108.025,573.11017,1293.497,-531.0087,665.6264,-908.9894,-1183.3276,2964.9836,222.98975,344.89444,-2039.5405,-371.9593,52.76704,-1794.3055,-866.4599,447.60373,1239.7605,-480.10376,-2283.2168,-726.29846,139.0611,508.5834,1152.8672,-884.35236,275.22815,74.75488,147.51949,-46.28947,1257.3539,-684.80817,-1113.6293,-553.1656,294.3765,-1136.4476,929.14484,-184.21085,-1785.9076,2438.0605,1181.3503,1490.1207,-2430.9016,674.48145,-866.46045,1306.4685,1035.8185,54.920746,694.2139,187.87862,249.88293,917.25934,-1086.3939,-443.8813,-1594.7991,-1563.3162,-814.3593,1137.766,-1053.7544,86.049805,1009.5896,-1083.3368,2004.6809,454.8258,1216.2817,-118.90899,1214.8457,99.74087,3686.415,583.97327,1353.1023,-59.534798,1141.8011,-1064.963
University of Minnesota Twin Cities,-2126.0513,3717.5334,1410.8789,-485.52628,-131.97621,-4368.373,-357.0284,4629.3677,-2816.0042,-3694.5234,-1233.8446,-2276.1992,738.6091,2721.3784,1724.1084,-1546.8014,2894.5627,757.58215,-1528.9891,-7015.1533,2026.6577,1083.5369,2826.6587,-1220.7714,1292.5945,-576.16455,-3880.951,114.106735,-3286.4514,1127.0096,2329.449,-774.5301,783.62555,-1642.5565,-1990.2789,5160.2603,288.81274,444.72372,-3774.4932,-618.14746,183.10402,-2992.0623,-1334.4415,613.97516,2088.8032,-928.76904,-4377.8364,-1098.521,53.784973,745.4493,1701.164,-1669.6602,-1.0397081,93.521805,120.87317,9.539253,2115.2705,-1362.9398,-2053.9556,-675.80566,594.1535,-2241.2832,1778.7076,-555.07983,-3247.3608,3954.296,2037.3608,2771.323,-3850.446,1080.5033,-1249.5558,2183.8823,1634.1975,428.56357,1437.4739,734.41943,555.6657,1458.9154,-2074.982,-748.9241,-2635.3728,-2454.0745,-985.3041,2387.5608,-1944.191,-11.543749,1806.9105,-2090.2603,3409.6519,671.3888,2070.2769,-20.541199,2202.3923,89.00948,6212.566,999.6562,2437.5525,-165.7449,1850.6238,-1693.653
Rensselaer Polytechnic Institute,-2261.5762,4079.3062,1419.265,-819.2881,67.65118,-4700.993,-562.98315,4998.214,-2795.333,-3858.7405,-1552.3262,-2580.6196,743.5259,2882.8743,1805.5667,-1822.2678,2807.6755,874.6902,-1588.1257,-7497.218,2080.9695,1007.54034,2806.0566,-1366.1666,1550.8167,-920.8824,-3955.5396,285.5007,-3621.189,1171.2305,2414.1729,-980.5695,999.98285,-1802.5166,-2124.0684,5447.7705,508.56784,416.584,-3887.9016,-676.52185,200.21829,-3502.6768,-1484.7242,663.9584,2251.954,-967.38617,-4514.2144,-1098.7764,-34.499165,814.0065,1997.0736,-1835.2395,83.449776,208.88812,137.4145,123.11548,2439.896,-1419.4039,-2213.6665,-782.8126,710.9887,-2205.215,1805.9858,-698.2055,-3321.1199,4240.7153,2264.0137,2829.2026,-4247.589,1215.5685,-1525.0746,2249.6458,1853.3779,316.25397,1519.4995,673.66797,484.7551,1716.1404,-2207.4058,-688.7252,-2876.4177,-2531.5283,-1268.8678,2337.9675,-2380.3506,170.85657,1578.7643,-2208.8733,3751.92,746.1262,2265.5037,-16.184607,2292.177,-3.5330648,6790.8623,1081.2751,2542.6655,-352.4198,1892.646,-1815.952
College of the Holy Cross,-2216.867,3939.9402,1132.6569,-685.6095,139.69032,-4380.6963,-354.2988,4678.928,-2804.9624,-3541.114,-1261.9674,-2304.9692,708.58545,2730.104,1831.413,-1597.4066,2652.938,808.69403,-1476.4491,-7048.895,1901.3223,1124.7446,2771.5762,-1232.496,1384.7704,-869.802,-3713.79,39.91681,-3407.89,1070.8569,2366.299,-913.3293,907.7561,-1578.8019,-2057.2307,5197.0103,376.77206,476.94516,-3548.9797,-608.035,61.579937,-2988.8193,-1557.1262,590.9923,2091.4963,-793.6133,-4143.7915,-1233.2262,35.3477,740.0849,1966.4556,-1770.096,83.5289,66.46935,274.91357,147.32504,2191.0176,-1291.3722,-2095.62,-693.2234,468.8155,-2058.8442,1679.0225,-573.65015,-3058.1973,4158.883,2071.9482,2663.2712,-4155.7725,1182.3483,-1436.0111,2183.5627,1741.3723,257.05496,1236.991,572.58203,514.87836,1466.9062,-2146.5972,-646.09985,-2716.378,-2554.489,-1180.5756,2250.2678,-1780.7579,73.17691,1812.0791,-2027.7911,3459.0042,821.7864,2135.1934,75.21068,2214.949,28.172626,6373.892,1254.3862,2507.741,-79.89864,1787.0922,-1868.3334
Clemson University,-1747.3978,3193.2598,1026.8859,-364.1911,71.35224,-3695.0413,-343.99197,3914.289,-2401.0977,-2938.3618,-1216.5848,-2107.4548,776.20245,2079.4473,1302.2896,-1372.4996,2211.9822,570.1983,-1305.9996,-5904.521,1644.2866,877.9372,2298.6572,-1077.8179,1139.5305,-615.94635,-3244.9734,112.8332,-2741.9216,794.8351,1837.8063,-718.7223,635.3036,-1216.5692,-1393.4227,4339.066,254.25699,123.50599,-3079.9788,-585.8164,305.67593,-2599.9468,-1107.3258,688.7327,1553.6963,-503.23236,-3452.7974,-900.65216,-63.61951,501.59665,1481.2288,-1465.6094,185.6793,2.3377345,106.407936,-105.43888,1760.8073,-1077.1497,-1697.4974,-504.0254,463.27246,-1741.1151,1295.0446,-489.56943,-2781.6338,3220.2615,1752.8076,2154.0967,-3302.2053,856.53424,-1303.1761,1650.9922,1483.5345,337.15363,929.53973,549.2069,485.4244,1261.9276,-1839.2064,-419.64148,-2217.628,-1761.7533,-886.90204,1720.2567,-1581.1143,32.40436,1145.6207,-1641.0907,2865.3938,530.8174,1509.135,-126.61626,1817.7394,97.34235,5165.9937,843.8742,1862.4436,-171.9194,1455.4208,-1481.0621
University of California - Irvine,-1902.3103,3516.1545,1175.5377,-620.1178,108.02435,-3896.7317,-489.54565,4166.396,-2314.6206,-3226.7307,-1246.2865,-2196.3972,726.13055,2342.1733,1603.3555,-1560.4269,2372.4258,637.98413,-1357.8782,-6237.087,1711.5015,817.18414,2281.6755,-1057.2701,1153.7744,-686.21515,-3387.6868,83.478096,-2987.3442,847.0428,1972.8083,-752.9978,667.83905,-1451.9509,-1818.8994,4581.2974,289.22696,402.12387,-3214.3892,-540.0261,146.34187,-2944.2627,-1151.861,606.0253,1801.4618,-653.0813,-3758.5613,-983.546,-51.934837,812.6153,1656.0005,-1548.3523,206.46555,83.165344,127.58824,48.470238,2092.1592,-1113.5817,-1914.2902,-555.61316,448.81256,-1800.7031,1508.056,-558.5753,-2793.3582,3474.298,1888.2236,2504.5256,-3411.6301,923.7808,-1106.1073,1799.1978,1523.5802,430.9736,1343.1827,537.3727,369.72324,1407.6545,-1847.0197,-539.33716,-2437.5715,-2061.9744,-1086.981,2030.3479,-1848.8044,155.88766,1396.99,-1766.8522,3249.6204,577.22266,1848.3887,16.039309,2012.9889,78.35792,5709.6504,1032.8009,2157.9526,-225.92274,1578.678,-1664.8541
